Date,Close,High,Low,Open,Volume
2000-01-03,8.915214538574219,8.93873812664876,8.6682239648948,8.891691897313446,2062807
2000-01-04,8.97402572631836,9.26806359534026,8.891695501717889,8.91521815251398,2557142
2000-01-05,9.032832145690918,9.115162351139476,8.974023638752607,9.056354791015098,2295467
2000-01-06,8.656463623046875,8.832886312188508,8.468279610658596,8.821124988941863,1539456
2000-01-07,8.985786437988281,9.032832678224196,8.844647717280537,8.96226284446333,1511230
2000-01-10,9.35039234161377,9.35039234161377,9.150447001016536,9.279823453568511,1102626
2000-01-11,9.22101593017578,9.338630100822996,9.197492338595213,9.338630100822996,2573761
2000-01-12,9.373919486999512,9.432727073786644,9.326873228206932,9.432727073786644,1407826
2000-01-13,9.56209945678711,9.57386077971585,9.409200365085574,9.409200365085574,1751803
2000-01-14,10.385405540466309,10.420690460041907,9.691476994534709,9.691476994534709,4445851
2000-01-18,10.1266508102417,10.2089810121223,9.95022813751422,9.95022813751422,2009786
2000-01-19,10.05608367919922,10.18546013900096,10.04432140818756,10.12665257119889,1653939
2000-01-20,9.903181076049805,10.279549034416052,9.903181076049805,10.267787713244696,3375671
2000-01-21,10.279548645019531,10.53830148824286,10.256026003567872,10.397163745905369,2109234
2000-01-24,11.23223114013672,11.526268926752351,10.585348956396208,10.608872547413792,3403896
2000-01-25,12.32605266571045,12.373098906761726,11.220471208482447,11.232232532041769,3588546
2000-01-26,11.902637481689451,13.549247271519556,11.808545953580214,12.655373493819091,7180257
2000-01-27,11.07933235168457,11.373369199249032,10.867624761006578,11.36160787683668,5966841
2000-01-28,10.220746994018556,10.844106820430149,10.173700737146245,10.82058416540115,2885028
2000-01-31,9.76204776763916,10.020800738331666,9.57386370287968,10.020800738331666,5711760
2000-02-01,10.93819808959961,10.949959415775874,9.84437771255112,9.879662637894128,3431066
2000-02-02,10.902911186218262,11.385133046472722,10.632396945984803,10.949957429202266,2395969
2000-02-03,12.9141263961792,12.984695279055009,11.54979213574311,11.573315727911002,5274930
2000-02-04,12.59656810760498,13.266973083171516,12.467191642368345,13.00822109951234,2517311
2000-02-07,12.52599811553955,12.596567004322866,12.326052772851158,12.596567004322866,1274351
2000-02-08,12.043778419494627,12.126108646627074,11.749740541429924,11.78502546552336,2094989
2000-02-09,11.479225158691406,11.843831903094737,11.17342598425036,11.832070578465096,2509925
2000-02-10,12.17314910888672,12.208434016204324,10.938192501790228,11.196945332740231,3035123
2000-02-11,11.573314666748049,12.043774158388072,11.45569955713458,11.855590172369292,1776599
2000-02-14,11.667407989501951,12.043776019705692,11.338086199777178,11.385132440256143,1560295
2000-02-15,11.643888473510742,11.71445737979696,11.502750660938307,11.667411126668066,1512286
2000-02-16,11.679166793823242,11.902634712857514,11.585074340788182,11.655643207157622,1560558
2000-02-17,11.785024642944336,11.796785967883164,11.620364200172526,11.679171771680776,1383030
2000-02-18,11.243993759155272,11.338086240450746,11.126379577756929,11.29103999980301,2233741
2000-02-22,10.632400512695312,10.9852460332187,10.55006932315124,10.773538342178924,2169113
2000-02-23,10.35011863708496,10.620633777144132,10.35011863708496,10.538302629519483,10828683
2000-02-24,10.53830337524414,10.585349613385386,10.244266517192733,10.444211845775596,3039079
2000-02-25,10.973480224609377,11.102856684441775,10.632397088727792,10.655919737128572,6144633
2000-02-28,10.79705810546875,11.102856311668065,10.78529583484922,11.02052609821548,2190743
2000-02-29,11.255760192871094,11.279282848488863,11.00876852162712,11.07933743529478,3062293
2000-03-01,11.573314666748049,11.64388354315336,11.243991981104797,11.45569955713458,2967330
2000-03-02,11.38513469696045,11.620364999167457,11.243995947547736,11.52627249955898,2227410
2000-03-03,12.231959342956545,12.231959342956545,11.45570067962249,11.5262695629425,6426884
2000-03-06,11.573314666748049,11.90263640557745,11.243991981104797,11.867351493967872,1922209
2000-03-07,10.902911186218262,11.620363314578706,10.87938853813328,11.596839719679682,997903
2000-03-08,11.26751708984375,11.573316226694104,10.844102827526802,11.00876419254283,1222385
2000-03-09,11.091096878051758,11.526272560718118,10.96172040051426,11.3851347573707,1904272
2000-03-10,10.467732429504396,11.243990945264724,10.256025819791695,11.126376793300174,7170233
2000-03-13,10.35011863708496,10.35011863708496,9.65619022415852,9.92670536421769,3268573
2000-03-14,9.973752975463867,10.444213539544403,9.926707676507093,10.067845467005617,2343212
2000-03-15,9.550335884094238,9.973749090669552,9.50328965664796,9.926703810037004,3456389
2000-03-16,10.35011863708496,10.444211106709162,9.714997780970176,9.973750652215912,3658713
2000-03-17,11.196948051452637,11.432177352368628,10.444212016167956,10.561827140032934,4302351
2000-03-20,9.691476821899414,10.326597788434244,9.456246553756428,10.114891115193982,12210394
2000-03-21,10.52654266357422,10.632396468834315,10.0678444188038,10.373643564255412,9370209
2000-03-22,10.58535099029541,10.855865237870832,10.444213204326848,10.479497177411954,4180746
2000-03-23,10.926437377929688,11.091097847286385,10.750014634921,10.79706088908617,4402590
2000-03-24,10.70296573638916,10.985242244824256,10.70296573638916,10.985242244824256,2924333
2000-03-27,11.314562797546388,11.50274680008446,11.208709000239368,11.24399296813242,2431580
2000-03-28,11.243993759155272,11.42041645147379,11.208709788779968,11.361608887367616,1304422
2000-03-29,10.785295486450195,11.243993727745789,10.597111471198929,11.220471080894628,2030098
2000-03-30,10.467732429504396,10.84410036686948,10.350117330726086,10.63239375715678,1887389
2000-03-31,10.72648811340332,10.797057948840694,10.361881399837603,10.72648811340332,2042759
2000-04-03,10.256027221679688,10.938194319750489,10.232504577434238,10.914670728691153,3255120
2000-04-04,9.785566329956056,10.63239474077576,9.479767234205264,10.608872097569485,7899338
2000-04-05,10.15017318725586,10.62063363547355,9.78556652924992,9.78556652924992,2829897
2000-04-06,10.561832427978516,10.655924006090531,10.208986879725977,10.232510484364807,3536844
2000-04-07,10.33835792541504,10.77353349278653,10.256027719743871,10.655918372219755,5655310
2000-04-10,10.079605102539062,10.608873148431488,9.99727489634804,10.58534955608124,2267769
2000-04-11,9.891423225402832,10.09136859591054,9.785569404092929,9.90318455070079,2960207
2000-04-12,8.938740730285645,9.750284398744146,8.844648244208173,9.750284398744146,12369721
2000-04-13,8.468279838562012,9.197493261246866,8.256573173982863,9.079878131987114,8636620
2000-04-14,7.492076873779297,8.397712175681244,7.37446172735829,7.727307166621309,7031482
2000-04-17,8.327139854431152,8.609416279178417,7.527358229003489,7.527358229003489,6777983
2000-04-18,9.22101593017578,9.268061219709104,8.562371461756271,8.632940342870164,5738403
2000-04-19,8.738794326782227,9.221016129430254,8.703509412055864,9.221016129430254,3183107
2000-04-20,8.76231861114502,8.9975488951527,8.656464793978742,8.891695077986423,1494084
2000-04-24,8.40947151184082,8.785839512638834,8.280095070742373,8.656463071540387,2207098
2000-04-25,9.409202575683594,9.738524429128976,8.856411746834524,9.221018524169924,5241693
2000-04-26,9.126923561096191,9.40920003557026,9.056354679181156,9.40920003557026,2808267
2000-04-27,9.515049934387209,9.526811253256836,8.750552846097824,8.750552846097824,2373020
2000-04-28,9.84437656402588,9.926707731282736,9.691477447944465,9.832615239221786,2070457
2000-05-01,9.609143257141112,10.020796123455249,9.562097972727686,9.91494328671123,2111344
2000-05-02,9.22101593017578,9.585621658128574,9.22101593017578,9.585621658128574,1697463
2000-05-03,8.750555992126465,9.173970251355769,8.58589462831119,9.173970251355769,3723077
2000-05-04,8.656463623046875,8.891693875235719,8.491803203965867,8.750556102648005,2139305
2000-05-05,9.032832145690918,9.221016148726148,8.7623169903932,8.7623169903932,1948060
2000-05-08,8.962262153625488,9.009308390234938,8.797601745713283,9.009308390234938,2059378
2000-05-09,8.797603607177734,9.0328338931829,8.750557360613877,8.96226404993006,1132961
2000-05-10,8.138957977294922,8.63294113736781,8.103674006897714,8.609418490436338,3201572
2000-05-11,8.303619384765625,8.409472243262144,8.127196691519426,8.280095790911064,2622561
2000-05-12,8.256573677062988,8.562372842408145,8.233051028503384,8.303619920996258,2926707
2000-05-15,8.671520233154297,8.671520233154297,8.234932879177748,8.460753728445454,2156657
2000-05-16,9.785566329956056,9.785566329956056,9.168323234300724,9.318870423174106,3985231
2000-05-17,9.303815841674805,9.635019871673078,9.153268641385946,9.635019871673078,2549039
2000-05-18,9.108104705810549,9.258651891030556,8.942502233980242,9.243596604420262,1715022
2000-05-19,8.987668991088867,9.06294260707329,8.761848143135596,9.032833918130816,1802607
2000-05-22,8.671520233154297,9.15327062080744,8.551082636241011,9.15327062080744,2722561
2000-05-23,8.355371475219727,8.626356337382305,8.189769878013216,8.551083658772813,3303096
2000-05-24,7.948892593383789,8.265041359426522,7.527360116315152,8.189767753529301,4368751
2000-05-25,7.963945388793945,8.295149379766174,7.963945388793945,8.129546910873156,2234557
2000-05-26,7.858563423156738,7.979000999013992,7.632742613369155,7.979000999013992,1817857
2000-05-30,8.807011604309082,8.807011604309082,8.430643546568776,8.520972448514888,2242388
2000-05-31,8.505915641784668,8.852174003816167,8.460751672269932,8.852174003816167,2163458
2000-06-01,8.822066307067871,8.957559177554804,8.490862248955146,8.50591659153636,4799052
2000-06-02,9.002723693847656,9.27370947962748,8.79195812879176,9.0328342776167,11749815
2000-06-05,9.047884941101074,9.062939280045828,8.822064176047165,9.0177753163978,4367721
2000-06-06,8.73173713684082,8.972613238271403,8.671518821593653,8.972613238271403,3029006
2000-06-07,9.032832145690918,9.032832145690918,8.716682452503377,8.716682452503377,2730804
2000-06-08,9.16832160949707,9.258650474901389,8.942500866206792,9.03282973161111,5290560
2000-06-09,9.815677642822266,9.890951250186326,9.394145630946328,9.394145630946328,7268131
2000-06-12,9.21348762512207,9.875895665339817,9.13821402722523,9.875895665339817,4369781
2000-06-13,9.093050956726074,9.333927061895643,8.942503746050338,9.228542878245849,2745024
