Date,Close,High,Low,Open,Volume
2000-01-03,0.8384959697723389,0.8427092886877551,0.7617156634540744,0.7855926041554245,535796800
2000-01-04,0.7678022384643555,0.8286640243680305,0.7579704291673186,0.8108737861967943,512377600
2000-01-05,0.7790377736091614,0.8281960296637116,0.7715475008445213,0.7771651929164612,778321600
2000-01-06,0.7116211652755737,0.8015103451233442,0.7116211652755737,0.7949563372685007,767972800
2000-01-07,0.7453297972679138,0.7565660804117029,0.7153670589686022,0.7228573309926467,460734400
2000-01-10,0.7322211265563965,0.7659290324507801,0.7097486558943772,0.7640564515776919,505064000
2000-01-11,0.6947671175003052,0.7443935259160461,0.6779131929843146,0.7186440564651522,441548800
2000-01-12,0.6531000733375549,0.7153671457285707,0.6479496387140402,0.7116211341545085,976068800
2000-01-13,0.7247296571731567,0.7397110471022315,0.6928943473415297,0.7077582728442918,1032684800
2000-01-14,0.7523520588874817,0.7659289819093256,0.7443936282066345,0.7490750550773586,390376000
2000-01-18,0.7785696983337402,0.7940200523838593,0.752352067360313,0.7565661866943292,459177600
2000-01-19,0.7982332706451416,0.8146190889326328,0.7743563296549217,0.7912103056067139,597643200
2000-01-20,0.8502004146575928,0.9101258953599362,0.8502004146575928,0.865181759830099,1831132800
2000-01-21,0.8338146805763245,0.8558182441758555,0.8253872912646885,0.8558182441758555,495924800
2000-01-24,0.7958925366401672,0.8445817810367108,0.7874650990926938,0.812278303980718,440876800
2000-01-25,0.8408367037773132,0.8473916114409069,0.7668660894807835,0.786528912237427,497145600
2000-01-26,0.8253870010375977,0.8553497856773199,0.8221100480579927,0.8239825783302956,367158400
2000-01-27,0.823982834815979,0.8464553553431865,0.8015103642949366,0.8150872881275103,340144000
2000-01-28,0.7612476944923401,0.8305369453799768,0.753757420128263,0.8104060110500805,423348800
2000-01-31,0.7771652340888977,0.7781015494879319,0.7078760443323309,0.7565661952978193,701680000
2000-02-01,0.7509476542472839,0.7865289920138381,0.7490751233332983,0.779037868234564,318035200
2000-02-02,0.7401793003082275,0.7649925009324533,0.7266023311067494,0.754693384722024,464195200
2000-02-03,0.7738882899284363,0.7809112555833375,0.7509476122469338,0.7514157699523296,475193600
